requirements,class
"my home to shake the beds of my two older kids to wake them up in the morning,, they will actually get up and not be late for school. .",Other
"the alarm system to automatically activate after all registered people in the home have left, I can secure the household.",Safety
"smarthome feature that alerts me when any medium or large animals are near my house outside, I can feel safer when I let my small dogs out at night.",Safety
"a self sustaining greenhouse, my plants will always be taken care of and watered properly.",Energy
"have my home alert me to energy problems such as drafts or cold air flows during winter, I can save money.",Energy
"my smart home to alert me when my children are not home by their usual time, I will know if they have gone missing.",Safety
"alert system for washer and dryer, I can be alerted to a load finishing no matter where I am in the house. .",Other
"automatic window cleaners, I do not need to spend hours cleaning them.",Other
"Dishwasher cabinet, I can clean and store my most frequently used dishes in the same space..",Health
"to have a notification to my smartphone about energy use and rate., I can save energy and use it at the best time..",Energy
"a feature for dimmed lighting and soft music, I can relax and enjoy my downtime without much effort.",Entertainment
"My home to alert me to dangerous situations in my surrounding area, I can keep my family safe..",Safety
"want my sprinklers to turn off after 3 minutes, so that i will use less water.",Energy
"my shower to turn on when my alarm goes off., My shower will be warm when I get up..",Energy
"smart pooper scooper, it will automatically clean up what my dogs leave in the yard and either dispose of waste through plumbing or place into an airtight receptacle..",Health
"my smart home to alert me when my dog enters a room, so I know where she is.",Safety
"have solar power, coal doesn't pollute the air to power my home.",Energy
"a comfortable temperature, the temperature doesn't vary between 68-76 degrees.",Energy
"my smart home to remind my kids to do their homework, they do their homework before watching tv or going on the internet..",Entertainment
"a washer and drier that text me as soon as they're done, I can do the laundry more quickly and efficiently..",Other
"my smart home to alert me to any pest intrusion, I can have them removed or abated..",Health
"the temperature to adjust by voice command, when I shower, I do not get scalded..",Safety
"my smart home to notify me wherever I am whenever someone gets in the pool, I can be aware of safety issues.",Safety
"my fridge to alert me when I am low on milk and cereal, my kids will have food.",Health
"my electronic items to be periodically noted, as it might cause injury to my family members, I can change it or service it at appropriate time, make things for safety.",Safety
"a device that reads any book/notes I hover it over, I can study while doing other things.",Other
"to keep a buzz on electric wires and other sockets, my children is alerted when touching them accidently.",Safety
"a machine operated bed , I could move around while in bed.",Other
"the tv to turn on when I get home, I can immediatly have it to make me feel entertained .",Entertainment
"a room that is interactive with kids where the walls are TV screens to immerse kids in whatever program I want them to view so that they can pretend they are deep in the Arctic or on a jungle adventure., my kids can have lots of fun..",Entertainment
"Switch on all electric goods during enter the room, Automatic all electric equipments.",Entertainment
"my walls to take the design, color, or pattern of my choosing at any time, selected from my smartphone., I can easily customize my home..",Other
"My smart home to calculate Our walking step inside home individual , so that it will motivate to stay as fit.",Health
"intercom, i can hear my children in the other room.",Safety
"a system that notifies me when I'm using too much energy, I can save money on my monthly light bill.",Energy
"pipes and wiring that can alert me when there is a leak or a potential issue, I can know if there is a problem in my house.",Safety
"my blinds to close once it gets dark out and open when the sun comes up, I can save myself from having to do it myself..",Other
"a SMART Home option that will allow my pet to walk to the door, bark, and a dog door raises to let them out, it will keep unwanted animals from aimlessly wandering into your house..",Health
"answer phone, use hands less.",Other
"device that plays music wirelessly from any device, Music and playlists can easily be listened to..",Entertainment
"my home to let me know when dust particulates are high, don't go into anaphalaxis.",Health
"my smart home to shut off the air when the room is at the right temperature , I can save money on bills .",Energy
"a smart desktop and monitor , when i enter the room the computer automatically wakes and turns the monitor on and when i leave for an extended time automatically puts the computer into sleep mode and turns the monitors off.",Entertainment
"lights and electronics that sense when i've fallen asleep and adjust automatically, i can save energy.",Energy
"My smart home to help me keep track of what my responsibilities are, I wont forget what I need to do.",Other
"my water tank to make an before getting emply, I will start to refill my water tank.",Energy
"items to save energy, my bills arent high.",Energy
"teen child monitoring, I'm assured my child is home at appropriate hours.",Safety
"my home to alert me if my dog gets out of the yard, I can promptly retrieve my dog to prevent danger to my dog or to any people who might encounter him.",Safety
"self retracting sky lights, sunlight can help to heat the home or prevent it from entering to keep it cool.",Energy
"my smart home to alert me when it is time for a meal., I can keep up with a consisting meal schedule..",Health
"heated shower curtains that keep the steam/heat inside the shower, I'm not cold too quickly when showering.",Entertainment
"an alarm system to alert everyone whenever it's time to eat, not inform everyone.",Other
"my house to archive where everything is located, so that it knows everything and tells me immediately when I want to know where I'd put my keys or a vacation polaroid I took in 1987 but last seen in 2005.",Entertainment
"be able to scan movement in the walls regularly , i can be alerted by pests when they first intrude..",Health
"motion sensitive lighting, I can save energy and not have to worry about everyone in the house forgetting to turn the lights out.",Energy
"wifi wired into all of the walls, I would never have to worry about weak internet anywhere in the house. .",Other
"Sensors to realize when I am tossing and turning in bed and turn the temperature in the room down automatically., I won't wake up from being too hot..",Health
"A smart dirty clothes hamper that takes clothes and sorts then and washes at a specified time, I can save time on doing laundry.",Health
"garage door open automatically when I arive with my car, no need to manually open garage dors.",Safety
"to be able to bet , I can win when I bet on a fighter.",Entertainment
"to have high resolution and night vision camera for my baby, I know the second my baby is up and moving.",Safety
"my smarthome to automatically turn on the television whenever my favorite show is telecast. , I don't miss my favorite shows.",Entertainment
"a program where I can tag unwanted mail, I no longer receive junk in the mail.",Other
"to control my solar panel with my smartphone, I can make sure there is enough power for the night.",Energy
"Smart appliances that give me relevant information on the food i'm cooking, Food always gets cooked as much as it's needed.",Health
"I want my home to play soothing music while evening time, i can relax.",Entertainment
"a roof made of solar panels that functions as a roof and an energy source, I can save electricity and money.",Energy
"understand the calories of food taken by my kids, it helps me understand their requirement and as well check with their health..",Health
"my smart home to ring bell in all over the home , so that all member can wake at time..",Entertainment
"the lights to dim and the music to play softly, I can romance mysignificant other..",Entertainment
"my smart home to open my garage door when it senses my vehicle arriving outside of it, I don't have to worry about carrying a remote control opener.",Other
"my refrigerator and freezer temperature monitored, I don't have to worry about food contamination, spoilage or inadequate food storage.",Health
"my smart home to alert me when my wife is headed home, I can have dinner ready for her!.",Entertainment
"a way to switch what i'm watching on one screen to move to another room, i can pick up where i left off on a movie/etc on another device.",Entertainment
"I would like my smart home to turn off outlets where and appliances are plugged in at night and when I leave the house., I can save money on electricity.",Energy
"built in clocks in the tv's in each room, I will know what time it is when I am watching tv.",Entertainment
"lights to be activated and de-activated as I enter and leave a room, I can save energy.",Energy
"have an automatic humid controller, I can live under the right humid..",Health
"house that records my favorite tv shows for me if I am not sitting on the couch,, I don't have to remember to schedule a recording..",Entertainment
"My smart home to alert me when the children are not watching the proper television programs., I can supervise my children without needing to actually spend time with them..",Entertainment
"my smarthome to alert me whenever someone sets up a spycam inside my home. , I won't be monitored.",Safety
"surround sound connected to wifi, I can stream music in any room..",Entertainment
"to be alerted every time someone tries to use my computer, I know if someone is invading my privacy.",Other
"an smart voice recognizing with writing machine to write the subjects automatically by recognizing my voice, I can take some rest..",Energy
"my closet to put forth clothing that is appropriate for the weather, I don't have to dig out the clothes I need, saving me time..",Entertainment
"my smart home to regulate ideal temperature according to my personal preferences and the outside temperature, I can be comfortable.",Energy
"the option to activate the opening and closing of window curtains by using a remote or smart phone application, during the day the blinds can be open and closed when necessary without having to manually open and close them..",Other
"rfid sensors, when I come home, it senses my RFID chip and turns on coffee maker..",Entertainment
"my pool to automatically cover itself when my child is playing outside, they will not fall in or rown.",Safety
"eye detection locks, if I forget my keys, I won't get locked out of the house.",Other
"my dvr, tv, and all networks (verizon, internet, and Netflix) to work seamlessly, I don't have to figure out what needs to be done to watch what I want .",Entertainment
"vacuum to come on automatically when I spill something, I don't have to turn it on.",Health
"a smart coffee machine, my coffee will be ready in the morning when i ask it to be without having to deal with making it myself.",Entertainment
"an alert automatic locks on the doors, they could all be locked at once..",Safety
"a fridge that monitors my supplies, I know what ingredients I have to work with.",Health
"be able to set up electronic use monthly and have my smart home follow regulations i put forth, my children have guidelines and limited exposure to technology daily..",Safety
"my home to track my medication usage, it can remind me when to take medication.",Health
"to be notified when the level of cat litter has run low, I can add more cat litter to ensure that my cat has enough to do his business..",Other
"an alert on my phone when my child leaves the house , i can know when my child is leaving .",Safety
"room temperatures to be dynamic and adjust according to personal options, everyone is comfortable in every room at any given moment.",Other
"to be able to call the police by voice command, I could call help when i can't reach other means of communication.",Safety
"suggestions and recipes of what I can make for a meal with whatever ingredients I have in the fridge, I will be able to make full use of my groceries..",Other
"smart plates for food that can determine what type of food I've placed on it, and aggregate nutritional information to be displayed on a smart table while I'm eating, I can prepare healthy meals and keep track of my nutritional intake..",Health
" Room thermostat sensor,, The room is optimal temperature for an occupant ..",Energy
"a smart computer system, it is up and ready for work in the morning automatically without my having to turn it on.",Other
"cabinets to lock and unlock based on a hand print or thumbprint, baby locks wouldn't be necessary .",Safety
"a floor that counts how many steps I take a day, I can track my fitness around the house without any attachments.",Health
"my smart home to have voice recognition features that allow me to voice active TVs and music., I can entertain my guests more easily..",Entertainment
"a gas detector, if there's carbon monoxide or other poisonous gases inside, the authorities are notified.",Safety
"My smart home to read stories to my children at bedtime., It will save me time..",Entertainment
"lights that in front rooms turn on automatically, potential robbers are deterred thinking someone is home..",Safety
"motion sensors that don't emit noises , provide safety without disturbing autistic ears .",Safety
"to be able to turn on the lights in my house when I am not home, I can make it appear that someone is home..",Safety
"a servant or tub that cleans/bathes/grooms my pet, I can keep my pet's hygiene well.",Health
"Bed that makes itself, I can save time on making the bed.",Other
"an automatic bath which fills to my desired temperature and depth, I can stink less.",Health
"motion lights, I can see any intruders at night as they approach..",Safety
"my heater to turn on when the temperature gets too low , so that my family will stay warm.",Energy
"my phone to signal when my team scores, I can be alerted to a change in score.",Entertainment
"a walking machine that will walk my dog, my dog can stay healthy..",Health
"i want my smart home to put heat or air conditioning on depending on the temperature in the room, I can always be comfortable.",Other
"a closet that straightens up the coats as we throw them in there, It is more tidy.",Entertainment
"an alert to my phone when a package is left on my doorstep, I know to pick it up and will know if it goes missing..",Other
"My Smart Home to turn on/offlights at selected time, it may appear I am home..",Safety
"Phone notification to alert me when someone knocks on my front door, I don't miss food deliveries.",Entertainment
"my music player to work in conjunction with the lights, to set the mood for when I am entertaining.",Entertainment
"All power strips to automatically shut off when plugged in devices are fully charged, Eliminate wasting energy via plugs that aren't charging anything.",Energy
"my television to turn on my favorite shows when I walk in the room, I can proceed with my morning routine.",Entertainment
"drive and walkway lighting to be turned on when people are using them at night, occupants don't fall and the outside of the house is lit when strangers approach at night..",Safety
"my smart home to store all of my recipes and be able to recite them to me step by step as I cook, I can find and make meals easily.",Entertainment
"temperature sensing oven,, the temperature of the food will be displayed..",Health
"my bed to come with smart features that allow me to control comfort, I get the best night's sleep I can have.",Health
"to know the amount of time my vegetables have been in the fridge, I can use them all before they go bad.",Health
"my tv to allow me to order food for delivery with my voice, it will make it easier for me to provide a meal for my family. .",Other
"automatic lawnmower, it can cut the grass itself without anyone doing it.",Other
"automatic doors, they require a finger print or voice command to open.",Safety
"My smart home to keep me entertained, so that I do not get bored.",Entertainment
"to have wifi coffee machines, I can easily brew coffee with an app.",Other
"a playroom that my kids can play in that has a changeable play structure that can rebuild itself to suit my children's interest and ages, my kids can have fun and I do not have to continually buy new toys..",Entertainment
"a home that is also like an assistant, I can keep up to date with my responsibilities.",Other
"my smart home to warn me if there is mold in the air, in my fridge or bathroom., I maintain a healthy environment.",Health
"measurements of what each appliance draws in voltage, I can conserve energy.",Energy
"the thermostat to automatically detect when we are in REM sleep to decrease the temperature, we save money and energy.",Energy
"a station that can automatically make biodiesel for my car, I can have really cheap gasoline to power my car..",Energy
"My smart home to keep track of my pets health, they will remain healthy .",Health
"my fridge to tell me whenever food is about to be spoiled with cameras that detect expiration date. , I can keep a safe and clean refrigerator at all times. .",Health
"landscape lighting to be turned on when the exterior of the house (especially windows) are approached at night, criminals are deterred. .",Safety
"an alert when my cat shits in its litter box, I can remove the smelly cat turds before they stink up my house .",Health
"syncronized alarm clocks, my entire family can be woken at the same time..",Other
"to be able to view all my homes systems from my smart phone, I can adjust these setting from anywhere..",Energy
"a internet radio streaming live broadcasting world wide to play according to my voice, I can enjoy my favorite music and play.",Entertainment
"a home that helps me to nourish and grow my plants, i can keep a healthy garden.",Other
"my treadmill to alert me when I haven't used it in too long, I know i need to exercise..",Health
"Home automatically heats precooked meal based on approximate of arrival (based on GPS location), no need to manually cook / heat meal .",Other
"a thermostat that learns my schedule and self-adjusts, I know I am saving as much as possible on my home heating costs..",Energy
"answering machine to play message when I walk into that  room, I don't miss anything important..",Entertainment
"my smart home to water my indoor plants when they become dry, , my plants do not die, and I save a little bit of time. .",Other
"my smart home to regularly track the weight of my animals with a scale hidden at the cat flap, I may be alerted to significant changes in my animal's weight, which could suggest health issues..",Health
"a device that adjusts the tomperature in the house according to the weather, I can save on bills..",Energy
"to be alerted if there is no activity at my neighbor's house for a set extended period of time, I can inquire after the wellbeing of my neighbors if they have not been active after an extended period.",Safety
"my refrigerator to know how long my food has been inside, the food doesn't go to waste..",Health
"a machine that has wash/dry cycle in the same machine. , I don't have to take out my clothes to put from the washer to the dryer. .",Other
"automated lighting in closets, when  I open my closet door, the light automatically comes on so that I can see adequately.",Energy
"my home to notify me if carbon dioxide levels exceed a certain level, I can make sure that family will be safe.",Safety
"the house to lock, cameras turned on, and the police notified when there is a break in, the culprit takes nothing and is caught.",Safety
"to be able to easily check if all doors in the house are locked via an app or voice command, I can be sure my family and belongings are safe at night or when away from home..",Safety
"my smart home to alert me to the new releases on Netflix which I add to a watch list each month, I can catch the movies I've been waiting for.",Entertainment
"to be alerted every time it's being used, I can plan .",Other
"an alarm to go off whenever someone who is under a certain height goes in the kitchen, my child wont be able to get into dangerous things in the kitchen. Such as; getting burned on the stove or getting into dangerous chemicals..",Safety
"my smart home to react to my voice and play a movie that I request,, I can enjoy any movie that I want at the moment..",Entertainment
"My refrigerator to tell me when I am low on foods I use often, , I will never run out.",Health
"integrated smart electronics, I only need one remote and devices are easy to operate.",Entertainment
"my home to turn off the television, mobile phones and computer until my children are done studying, my children can finish their homework without distractions.",Energy
"my pool pump to automatically turn on for a set amount of time that I set, my pool stays clean and I don't waste energy by having the pump on for to long..",Other
"a smart washing machine that turns on automatically or by remote command, the clothes are washed and ready to be placed in the dryer by the time I get home from work.",Energy
"automatic toiletseat, once I walk up to it, the lid opens and when I am finished, the lid shuts and flushes by itself.",Health
"to know if my EV is charged fully or how much time is left for full charge, I know if I can take a trip yet.",Energy
"a smart home that have controls that allow me to trigger appliances in the kitchen from my bedroom, when I wake up, I can start the coffee or boiling kettle when I turn off my alarm clock.",Other
"an alert when someone comes to the door, I can see who is there..",Safety
"my smarthome to switch off All the bulbs after 10 pm automaticaly, we can save wastage of electricity.",Energy
"The outside lights to come one when I arrive in the parking lot., I have the added security when i arrive home..",Safety
"a device that changes the temperature of the house to my comfort when I walk in or 30 minutes before I walk in.  , I am comfortable when I walk in..",Other
"lights that turn on when someone approaches, so that I can see people outside my home.",Safety
"automatic window screens, I can switch them out at the turn of the season without much work. .",Energy
"a soil monitor, I can be alerted when my plants need watering.",Other
"to know when the water in the tank is going to fill., so that water can be saved from pouring from it..",Energy
"my smart phone to make movie and tv show recommendations based on previous choices, we can discover more entertainment choices..",Entertainment
"Room thermostats, Protect the room temperature.",Energy
"moisture detecting sensors in the ground, the sprinklers can automatically water as necessary.",Other
"a device which automatically monitors and sweeps the floor., so that my floor remains clean.",Health
"my home to automatically wake up children at a predetermined time for school, I do not have to wake my children up myself and they are not late for school.",Other
"a safe garage, My cars stay locked in place if drivers are too intoxicated, affected, or underage to drive.",Safety
"I want a refrigerator that automatically monitors and purchases groceries that are low,, I can save time from having to shop..",Health
"I want the lights to automatically turn off each time I leave a room, I will save energy by not having uneeded lights on.",Energy
"the temperature automatically adjusted inside my home when there are external changes in temperature to compensate, I can be comfortable without having to adjust temperatures manually.",Other
"harmful gases, lead levels, and more are monitored , my children are healthy at all times.",Health
"to know any cameras targeting us to capture us without our permission., we would be more safe..",Safety
"my smarthome clock to alert my child to eat food at regular and correct time, my child can look after his health properly.",Health
"an emergency alarm which send messages to pre selected numbers, i can alert others something is wrong..",Safety
"my fridge or freezer to automatically shut if I leave it open, I save on energy and my food doesn't get spoiled..",Energy
"Smart tv, That can run with voice.",Entertainment
"to unlock the door from a remote location that has an alert with video feed, the kids don't need to wait when they get to home.",Safety
"a buzzer for when the door rings, i can tell when i have headphones on.",Entertainment
"voice-activated lights, I can turn on and off the lights wherever I am in the room..",Energy
"my electronic appliances to automatically turn themselves off, I can save on electricity.",Energy
"my smart home to sense when I have come home from a stressful day at work and automatically draw me a tub to the perfect temperature and add bath salts and light electric candles and dim the bathroom lights., I can relax and get rid of all my stress by soaking in the tub..",Health
"lights that shut off when i leave the room, it will save electricty.",Energy
"my smart house to alert me about stppages in gutters and downspouts, flooding and water damage can be avoided..",Safety
"plants that water themselves with a gadget when they detect water is needed, I can not worry about killing the plant by forgetting to water it..",Entertainment
"outlet control, I can turn off power to an outlet if I leave my hair straightener plugged in after I leave..",Safety
"I want to get alert calls when my kids reach home, I can remain calm..",Safety
"smart device to clean your windows automatically, can be save time.",Other
"Software integrated through the refrigerator, all cooking appliances, any and all exercise equipment, and my bike & Fitbit, to fully track all calories consumed, burned, muscle development, hydration, and other factors relating to health and weight loss. Reminders to take daily vitamins & supplements., My house can help me lose weight and improve my strength and stamina.",Health
"smart thermometer, I can remotely control the temperature at home.",Energy
"sensors that tell me if someone or something leaves my house, I know if my kids are going outside if I am in another room.",Safety
"a self cleaning toilet, I don't have to clean the toilet.",Other
"security windows that will change transparency and darken while I am away., my house will be more secure to thieves..",Other
"my smart home to open the blinds in the morning, the morning sunlight can come in.",Other
"smart carbon monoxide detectors, I can see the amount of carbon monoxide in each room in my house on a smartphone/tablet while I'm away from my home to make sure my family is ok.",Safety
"an oven that will learn when I am home from work and turn itself on to warm my dinner, I will not have to worry about it aftera long day..",Other
"My smart home to automatically work to put out fires if one should arise. When the smoke detector goes off, I want there to be a sprinkler system or a high pressure hydraulic system in place that will work to at least fight the fire if not put it out completely. I imagine a future filled with ""fireproof houses"" In this future our smoke detectors are going to need to be a lot better to avoid them going off at happenstance times or malfunctioning. But I would much rather my stuff be soaked in an instance like this than for my house to be completely destroyed by a fire. , The home remains safe .",Safety
"my fridge to tell me when I am running low on food, I can restock.",Other
"notification of my pantry supplies when they run low, I can restock before I run out..",Health
"a device that can charge electric cars, guests can charge their car while they are at my house.",Energy
"my television to alert me when someone calls the home line, I don't miss a call when I have the TV blasting..",Other
"my smart home to be able to dispense food for my pets when I am away, I can be at work or on vacation without worrying about my pets.",Health
"my smart home to turn off the oven after a certain time, I wont burn the food.",Safety
"my home to record television shows I missed while I was away, I can watch them when I have free time..",Entertainment
"the humidifier in my son's room to turn on and off at certain time overnight, he remains healthy from the moisture but, there isn't so much that the room becomes overly humid.",Energy
"lights that turn off in rooms when there is no movement detected in a certain amount of minutes, it cuts down on energy costs.",Energy
"a thermostat that monitors my sleeping and adjusts the temperature according to my sleep cycle, I can save money by having the heat go down when I am asleep but so that if I wake up I will be warmed up soon..",Energy
"Adaptable sound insulation around my music room, but the room doesn't sound ""dead"" like you get with traditional sound insulation., so that I can play my instruments and sing at any time without waking family, .",Entertainment
"the TV to turn off when my laptop is on and vice versa, I can study better and focus on one thing at once.",Other
"to control the temperature of my water heater, I can save energy costs..",Energy
"my car to send an alert to my smartphone if I forget to lock it, I will prevent breakins..",Safety
"my television to turn on and off with the sound of my voice, i don't need to use a remote control.",Entertainment
"my smart home to analyze and recommend the best sources to cool my home (air conditioning, window fan, ceiling fan, ductless heat pump, etc.), I will be comfortable during hot days..",Energy
"to receive an alert if motion is detected on my driveway or front doorstep, I can know that I have visitors and not miss deliveries or packages.",Safety
"Alarm Clock, I can choose from a variety of different sounds that would play in the mornings at a specific time; this alarm clock would also contain specific features that would force me to wake up.",Other
"cooling systems to be aware of each other and coordinated so that, for example, roof exhaust fans are turned off and closed when the AC unit is needed, I use the appropriate means of cooling and don't have to think about..",Energy
"something that would turn on music by the sound of my voice., I won't have to get up to turn it on..",Entertainment
"a system that will turn on sprinklers and automatically open windows and drop down ladders in the case of a fire, my family can quickly evacuate.",Safety
"a machine to tell me what allergens are in my home, I can stay healthy.",Health
"an alert that lets me know when I've left the oven on when not in use, I can prevent a fire and save energy.",Safety
"My Smart Home to notify when I need to buy favorite foods , I may purchase the before I run out..",Health
"key detection sensor, I cal always find my keys.",Safety
"a self cleaning litterbox, i don't have to clean it every day.",Other
"appliances to have an auto-shutdown time, I could modulate the amount of electricity I use .",Energy
"my blinds to automatically adjust themselves dependent on sunlight , we get the most of natural light .",Energy
"my smart home to equipped with smart bed, it can track my hours of sleep,breathing,heart rate and movement.",Health
"blood pressure monitor , have reading throughout the day without having to do it myself .",Health
"a sensor that will sound an alarm if my dog escapes through the fenced backyard or something happens to hurt my pet, I will be confident they are safe outside..",Safety
"""piggy"" bank that tracks the money added and responds with congratulations and other comments, I can be encouraged to save.",Health
"odor detection in the fridge, I can dispose of rotten food.",Health
"a smart washer and dryer combination machine that keeps the clothes fresh until I take them out, I don't have to remove them right away or let them get wrinkled again.",Energy
"Sensors to detect when I've left a room and automatically turn off the lights. , I'll save energy..",Energy
"my smart home to detect and sound an alarm when my pet is on the counters, I can teach him when I am not at home.",Other
"a smart home that has motion sensors that I can program to trigger music/lighting/audio reminders when I enter a certain room, I can benefit from the convenience of not having to turn things on manually, and also to remember why I go to certain rooms in the first place.",Other
"my smart home to monitor my utility usage and costs., That I can stay on budget for the month..",Energy
"an alarm when toilet is close to overflowing, I can turn off water before overflow.",Health
"smart smoke and carbon monoxide monitor that is more interactive than a simple alarm that's confusing and frustrating, I can be assured I'm safe and don't have to mess to antiquated devices.",Safety
"a smart fridge, it can monitor what is running low so that I can be notified to buy more.",Health
"an alert when my child is getting close to the oven or places they shouldn't be., I can keep them safe..",Safety
"push to open doors, I can mash a button and have the door open when my hands are full..",Safety
"monitor room lights., to mentain room lights as per requirment all time.",Health
"alarm, wake up alarm to get up for reading .",Health
" my smart home to automatically refill the pet's water and food bowl through an automated system, I know my pet will be taken care of in the event that no one is home or someone has forgotten to feed them...",Health
"have the lights dim for a romantic evening with my husband, I do not have to move and spoil the moment..",Entertainment
"a rotating closet rack, i just think it would be cool.",Entertainment
"my smart home to inform me quickly when my solar water heater does heat water, I don't need to go everytime in bathroom to check the hotness of water.",Other
"voice activated mirrors with dispays, I can see my itinerary.",Entertainment
"my smart home to make a sound when a package is left outside my door,, I collect them eimmediately.",Safety
"an alert that lets me know when the refrigerator is left open, I can save energy.",Energy
"my smart home to provide me with a daily report containing weight, percent body fat, heart rate, respiration rate and blood pressure, I can keep track of my health progress.",Health
"my smart home to make recommendations when new movies come out that match my viewing habits, I will benefit from movie suggestions that I will probably enjoy..",Entertainment
"a TV that turns on at a specific time, to a specific channel, at a specific volume , I wake up watching exactly what I want..",Entertainment
"A hand scanner that will unlock my door. , No one can get it but me..",Safety
"house with an attractive voice, I will have social contact with no social pressure.",Entertainment
