requirements,class
"smart smoke and carbon monoxide monitor that is more interactive than a simple alarm that's confusing and frustrating, I can be assured I'm safe and don't have to mess to antiquated devices.",Safety
"automatic window cleaners, I do not need to spend hours cleaning them.",Other
"a monitor that tunes into my classes at school , it can allow me to participate in class from home.",Other
"syncronized alarm clocks, my entire family can be woken at the same time..",Other
"voice activated mirrors with dispays, I can see my itinerary.",Entertainment
"my fridge to tell me whenever food is about to be spoiled with cameras that detect expiration date. , I can keep a safe and clean refrigerator at all times. .",Health
"my smart house to alert me about stppages in gutters and downspouts, flooding and water damage can be avoided..",Safety
"Switch on all electric goods during enter the room, Automatic all electric equipments.",Entertainment
"my house to archive where everything is located, so that it knows everything and tells me immediately when I want to know where I'd put my keys or a vacation polaroid I took in 1987 but last seen in 2005.",Entertainment
"my television to alert me when someone calls the home line, I don't miss a call when I have the TV blasting..",Other
"Keyless Digital Door Lock, I don't have to carry keys with me..",Safety
"the tv to turn on when I get home, I can immediatly have it to make me feel entertained .",Entertainment
"something that would turn on music by the sound of my voice., I won't have to get up to turn it on..",Entertainment
"a device which automatically monitors and sweeps the floor., so that my floor remains clean.",Health
"a home that is also like an assistant, I can keep up to date with my responsibilities.",Other
"a fridge that automatically knows what I put in it by scanning the barcodes of food and tells me what I have at the push of a button, I know what I have, and food does not go to waste.",Health
"my seasonal decorations to be able to be plugged in, I will not have to run extension cords all over the place.",Safety
"the house to lock, cameras turned on, and the police notified when there is a break in, the culprit takes nothing and is caught.",Safety
"have an automatic humid controller, I can live under the right humid..",Health
"my smart home to sense my pet coming up to the door to open and let the pet outside.  Then open when he comes in from the outside and closes and relocks., I can be sure my home is secure and my pet can be active.",Safety
"my smart home to ring a bell at meal times, I don't have to call each and every person separetely.",Other
"an auto-eject feature in my car,, I am automatically ejected from the vehicle if something hits it..",Safety
"reminders of what I have to do that day every morning when I get up, I dont forget something important.",Other
"My medicine pill holder to notify me about the pill that are going to expire, So that I can replace the old one and purchase new one..",Health
"monitor room lights., to mentain room lights as per requirment all time.",Health
"my smart home to sync with my alarm in the morning to turn on the lights and shower when it's time for me to wake up, I can start my day more efficiently.",Health
"A hand scanner that will unlock my door. , No one can get it but me..",Safety
"my home to monitor my body and it's functions and test excretions for possible ailments, I can be sure I'm healthy and disease free.",Health
"lights that in front rooms turn on automatically, potential robbers are deterred thinking someone is home..",Safety
"a internet radio streaming live broadcasting world wide to play according to my voice, I can enjoy my favorite music and play.",Entertainment
"sensors that tell me if someone or something leaves my house, I know if my kids are going outside if I am in another room.",Safety
"a machine that has wash/dry cycle in the same machine. , I don't have to take out my clothes to put from the washer to the dryer. .",Other
"soft lullaby music to play when I enter the nursery with my child, my baby will stay asleep.",Health
"Home automatically heats precooked meal based on approximate of arrival (based on GPS location), no need to manually cook / heat meal .",Other
"my refrigerator to know how long my food has been inside, the food doesn't go to waste..",Health
"smart pooper scooper, it will automatically clean up what my dogs leave in the yard and either dispose of waste through plumbing or place into an airtight receptacle..",Health
"plants that water themselves with a gadget when they detect water is needed, I can not worry about killing the plant by forgetting to water it..",Entertainment
"vacuum to come on automatically when I spill something, I don't have to turn it on.",Health
"Smart tv, That can run with voice.",Entertainment
"the option to activate the opening and closing of window curtains by using a remote or smart phone application, during the day the blinds can be open and closed when necessary without having to manually open and close them..",Other
"a feature for dimmed lighting and soft music, I can relax and enjoy my downtime without much effort.",Entertainment
"a smart coffee machine, my coffee will be ready in the morning when i ask it to be without having to deal with making it myself.",Entertainment
"my home to alert me if my dog gets out of the yard, I can promptly retrieve my dog to prevent danger to my dog or to any people who might encounter him.",Safety
"an alert automatic locks on the doors, they could all be locked at once..",Safety
"a closet that straightens up the coats as we throw them in there, It is more tidy.",Entertainment
"a program where I can tag unwanted mail, I no longer receive junk in the mail.",Other
"a machine to tell me what allergens are in my home, I can stay healthy.",Health
"a self cleaning toilet, I don't have to clean the toilet.",Other
"smart plates for food that can determine what type of food I've placed on it, and aggregate nutritional information to be displayed on a smart table while I'm eating, I can prepare healthy meals and keep track of my nutritional intake..",Health
"Closet assistant, it can help me program and choose outfits that are appropriate for the function and weather, and organize logistics for laundering.",Health
"my smart home to react to my voice and play a movie that I request,, I can enjoy any movie that I want at the moment..",Entertainment
"an oven that will learn when I am home from work and turn itself on to warm my dinner, I will not have to worry about it aftera long day..",Other
"my smarthome to move my trash to the curb on trash day, I don't wake up early that morning and run after the garbage trucks..",Health
"water should be automatically supplied to palnts, save time.",Other
"to be able to alert others about where the cat is,  he doesn't run outside.",Safety
"my smart home to sense when I have come home from a stressful day at work and automatically draw me a tub to the perfect temperature and add bath salts and light electric candles and dim the bathroom lights., I can relax and get rid of all my stress by soaking in the tub..",Health
"the alarm system to automatically activate after all registered people in the home have left, I can secure the household.",Safety
"the windows in the kitchen have a transparent display for news and outside temperature, I could get an update on news and weather in the morning.",Entertainment
"a smart home that have controls that allow me to trigger appliances in the kitchen from my bedroom, when I wake up, I can start the coffee or boiling kettle when I turn off my alarm clock.",Other
"a smart kitchen, it automatically creates a grocery list based on what I use from my fridge, freezer, and pantry..",Entertainment
"smart device to clean your windows automatically, can be save time.",Other
"notification of my pantry supplies when they run low, I can restock before I run out..",Health
"my television to turn on my favorite shows when I walk in the room, I can proceed with my morning routine.",Entertainment
"my smart home to inform me quickly when my solar water heater does heat water, I don't need to go everytime in bathroom to check the hotness of water.",Other
"my home to track my medication usage, it can remind me when to take medication.",Health
"my shower to play music when I turn it on., my showers are more fun..",Entertainment
"a smart home that has motion sensors that I can program to trigger music/lighting/audio reminders when I enter a certain room, I can benefit from the convenience of not having to turn things on manually, and also to remember why I go to certain rooms in the first place.",Other
"my smart home to clean my cats's litter box whenever its soiled, I don't have to breathe in the fumes from the litter box.",Health
"music everywhere in the house where guests are, guests can enjoy the music at a party.",Entertainment
"a fridge that monitors my supplies, I know what ingredients I have to work with.",Health
"the lights to dim and the music to play softly, I can romance mysignificant other..",Entertainment
"my smart home to warn me if there is mold in the air, in my fridge or bathroom., I maintain a healthy environment.",Health
"my music player to work in conjunction with the lights, to set the mood for when I am entertaining.",Entertainment
"my smart home to open the blinds in the morning, the morning sunlight can come in.",Other
"Television that prioritizes my favorite programs, I can enjoy television with friends and family.",Entertainment
"be able to scan movement in the walls regularly , i can be alerted by pests when they first intrude..",Health
"my electronic items to be periodically noted, as it might cause injury to my family members, I can change it or service it at appropriate time, make things for safety.",Safety
"my smart home to alert me when I get mail inside the mailbox, and how many pieces there are, I can see when I have mail.",Entertainment
"be able to set up electronic use monthly and have my smart home follow regulations i put forth, my children have guidelines and limited exposure to technology daily..",Safety
"a room that is interactive with kids where the walls are TV screens to immerse kids in whatever program I want them to view so that they can pretend they are deep in the Arctic or on a jungle adventure., my kids can have lots of fun..",Entertainment
"my smart home to equipped with smart bed, it can track my hours of sleep,breathing,heart rate and movement.",Health
"Adaptable sound insulation around my music room, but the room doesn't sound ""dead"" like you get with traditional sound insulation., so that I can play my instruments and sing at any time without waking family, .",Entertainment
"a Refrigerator that can display what the best prices in my area are for food I'm running low on, I know where to go shopping for this food that day.",Other
"voice activated media system, like echo, I could access media in every room.",Entertainment
"teen child monitoring, I'm assured my child is home at appropriate hours.",Safety
"my car to send an alert to my smartphone if I forget to lock it, I will prevent breakins..",Safety
"temperature sensing oven,, the temperature of the food will be displayed..",Health
"My smart home to help me keep track of what my responsibilities are, I wont forget what I need to do.",Other
"My Smart Home to notify when I need to buy favorite foods , I may purchase the before I run out..",Health
"my phone to alert me if carbon monoxide levels are outside of the normal range, I can ensure that everyone in the house evacuates and is safe..",Safety
"the doggie door to open at certain times of the day,, the dogs are able to go outside and get fresh air and go to the bathroom..",Health
"my home to notify me if carbon dioxide levels exceed a certain level, I can make sure that family will be safe.",Safety
"my smart home to provide me with a daily report containing weight, percent body fat, heart rate, respiration rate and blood pressure, I can keep track of my health progress.",Health
"I want a lawn that will absorb all dog poop, People with back problems will not have to bend to pick up feces anymore.",Other
"garage door open automatically when I arive with my car, no need to manually open garage dors.",Safety
"motion sensors, i can track movement.",Other
"remote wireless access to surveillance cameras, I can keep an eye on my home in real time even when I am away..",Safety
"a home that helps me to nourish and grow my plants, i can keep a healthy garden.",Other
"Dishwasher cabinet, I can clean and store my most frequently used dishes in the same space..",Health
"house with an attractive voice, I will have social contact with no social pressure.",Entertainment
"my tv to allow me to order food for delivery with my voice, it will make it easier for me to provide a meal for my family. .",Other
"my smart home to make a sound when a package is left outside my door,, I collect them eimmediately.",Safety
"my coffee maker to automatically perpare itself for the next mornign with water and coffee, coffee is always reading in the mornign.",Health
"an alarm when toilet is close to overflowing, I can turn off water before overflow.",Health
"a safe garage, My cars stay locked in place if drivers are too intoxicated, affected, or underage to drive.",Safety
"my smart home to alert me when it is time for a meal., I can keep up with a consisting meal schedule..",Health
"to keep a buzz on electric wires and other sockets, my children is alerted when touching them accidently.",Safety
"my smart home to sense when my pet approaches the pet door and open for the pet to go out and come in, the pet door will not allow access to break ins but only allow my pets in and out.",Safety
"to be able to call the police by voice command, I could call help when i can't reach other means of communication.",Safety
"security windows that will change transparency and darken while I am away., my house will be more secure to thieves..",Other
"moisture detecting sensors in the ground, the sprinklers can automatically water as necessary.",Other
"to know when I need to exercise, I can be healthy.",Health
"a sensor that will sound an alarm if my dog escapes through the fenced backyard or something happens to hurt my pet, I will be confident they are safe outside..",Safety
"my smarthome to automatically turn on the television whenever my favorite show is telecast. , I don't miss my favorite shows.",Entertainment
"a walking machine that will walk my dog, my dog can stay healthy..",Health
"my blinds to close once it gets dark out and open when the sun comes up, I can save myself from having to do it myself..",Other
"to be alerted every time someone tries to use my computer, I know if someone is invading my privacy.",Other
"my home to remind me when its time to walk the dog, I never forget.",Health
"fragrance sprinkler near my cat's litterbox, that it will activate after my cat uses it, to keep the room smelling fresh..",Other
"an alert when my child is getting close to the oven or places they shouldn't be., I can keep them safe..",Safety
"a servant or tub that cleans/bathes/grooms my pet, I can keep my pet's hygiene well.",Health
"my smart home to play a lullaby at bed time, I don't have to sing my children to sleep.",Entertainment
"device that plays music wirelessly from any device, Music and playlists can easily be listened to..",Entertainment
"an alert when my cat shits in its litter box, I can remove the smelly cat turds before they stink up my house .",Health
"smarthome feature that alerts me when any medium or large animals are near my house outside, I can feel safer when I let my small dogs out at night.",Safety
"a floor that counts how many steps I take a day, I can track my fitness around the house without any attachments.",Health
"the TV to turn off when my laptop is on and vice versa, I can study better and focus on one thing at once.",Other
"walls that can be set to reduce noise levels, you can be undisturbed by others noises..",Other
"A smart dirty clothes hamper that takes clothes and sorts then and washes at a specified time, I can save time on doing laundry.",Health
"to have high resolution and night vision camera for my baby, I know the second my baby is up and moving.",Safety
"I want to get alert calls when my kids reach home, I can remain calm..",Safety
"My smart home to automatically work to put out fires if one should arise. When the smoke detector goes off, I want there to be a sprinkler system or a high pressure hydraulic system in place that will work to at least fight the fire if not put it out completely. I imagine a future filled with ""fireproof houses"" In this future our smoke detectors are going to need to be a lot better to avoid them going off at happenstance times or malfunctioning. But I would much rather my stuff be soaked in an instance like this than for my house to be completely destroyed by a fire. , The home remains safe .",Safety
"to be able to find shows similar to what I am looking to watch, I can avoid looking through every channel on the TV guide.",Entertainment
"My car to start warming up on my schedule, I don't have to do the remote start manually each workday morning. .",Other
"to know the amount of time my vegetables have been in the fridge, I can use them all before they go bad.",Health
"my smart home to notify me wherever I am whenever someone gets in the pool, I can be aware of safety issues.",Safety
"Blinds automatical open with the sun rise and direction, Maximize ampunt of sunlight in home..",Health
"a robot to make me meals, I don't have to cook my own.",Entertainment
"have the lights dim for a romantic evening with my husband, I do not have to move and spoil the moment..",Entertainment
"my smart home to ring bell in all over the home , so that all member can wake at time..",Entertainment
"my home to alert me when my pet leaves something behind on the floor, I am alerted to when I need to clean up to prevent odors..",Other
"my smart home to be able to dispense food for my pets when I am away, I can be at work or on vacation without worrying about my pets.",Health
"to unlock the door from a remote location that has an alert with video feed, the kids don't need to wait when they get to home.",Safety
"my bed to come with smart features that allow me to control comfort, I get the best night's sleep I can have.",Health
"Alarm Clock, I can choose from a variety of different sounds that would play in the mornings at a specific time; this alarm clock would also contain specific features that would force me to wake up.",Other
"my phone to signal when my team scores, I can be alerted to a change in score.",Entertainment
"Self loading washer and dryer , Myself and elderly people or people with back problems can have an easier time doing laundry.",Health
"my smart home to tell me if clothes are finished washing or drying. , I can take them out or transfer them. .",Other
"a washer and drier that text me as soon as they're done, I can do the laundry more quickly and efficiently..",Other
"landscape lighting to be turned on when the exterior of the house (especially windows) are approached at night, criminals are deterred. .",Safety
"my home to record television shows I missed while I was away, I can watch them when I have free time..",Entertainment
"my home to let me know when dust particulates are high, don't go into anaphalaxis.",Health
"pipes and wiring that can alert me when there is a leak or a potential issue, I can know if there is a problem in my house.",Safety
"Smart appliances that give me relevant information on the food i'm cooking, Food always gets cooked as much as it's needed.",Health
"an interconnected entertainment network, house wide., I can roam the house and multitask, but any program, music, or movie I am watching comes on as I enter the room, and turns off as I leave..",Entertainment
"an alarm system/sensor on the stairs, it will alert me when my child nears the stairs.",Safety
"blood pressure monitor , have reading throughout the day without having to do it myself .",Health
"lightly heated windows , they do not become frosty and hard to see through in the winter.",Other
"a buzzer for when the door rings, i can tell when i have headphones on.",Entertainment
"cabinets to lock and unlock based on a hand print or thumbprint, baby locks wouldn't be necessary .",Safety
"to be able to turn on the lights in my house when I am not home, I can make it appear that someone is home..",Safety
"key detection sensor, I cal always find my keys.",Safety
"my smart home to alert me to any pest intrusion, I can have them removed or abated..",Health
"a robot that can prepare meals for me. , I don't have to waste time cooking. .",Other
"to be able to easily check if all doors in the house are locked via an app or voice command, I can be sure my family and belongings are safe at night or when away from home..",Safety
" my smart home to automatically refill the pet's water and food bowl through an automated system, I know my pet will be taken care of in the event that no one is home or someone has forgotten to feed them...",Health
"Restock-able Toilet  Paper, I wont have to take the toilet paper off of the roll and replace after its done.",Other
"a SMART Home option that will allow my pet to walk to the door, bark, and a dog door raises to let them out, it will keep unwanted animals from aimlessly wandering into your house..",Health
"my smart home to alert me to the new releases on Netflix which I add to a watch list each month, I can catch the movies I've been waiting for.",Entertainment
"drive and walkway lighting to be turned on when people are using them at night, occupants don't fall and the outside of the house is lit when strangers approach at night..",Safety
"my dvr, tv, and all networks (verizon, internet, and Netflix) to work seamlessly, I don't have to figure out what needs to be done to watch what I want .",Entertainment
"to be able to voice activate lights, television, radio in my home, I don't have to get up when I am in pain.",Health
"built in clocks in the tv's in each room, I will know what time it is when I am watching tv.",Entertainment
"smart window cleaners, I don't have to do that chore.",Other
"automatic doors, they require a finger print or voice command to open.",Safety
"My house to automatically lock all windows and doors once I close the front door and step on the front steps outsidde,,  I can always be comfortable..",Entertainment
"a monitor to notify EMS if I don't move for more than a day, if I die or become unconcious I can be removed or have help sent.",Safety
"a machine operated bed , I could move around while in bed.",Other
"motion lights, I can see any intruders at night as they approach..",Safety
"my television to turn on and off with the sound of my voice, i don't need to use a remote control.",Entertainment
"to receive an alert if motion is detected on my driveway or front doorstep, I can know that I have visitors and not miss deliveries or packages.",Safety
"surround sound connected to wifi, I can stream music in any room..",Entertainment
"My smart home to keep track of my pets health, they will remain healthy .",Health
"a way to switch what i'm watching on one screen to move to another room, i can pick up where i left off on a movie/etc on another device.",Entertainment
"my baby's room to play soothing music whenever it starts crying, the baby will calm down.",Other
"alert system for washer and dryer, I can be alerted to a load finishing no matter where I am in the house. .",Other
"a door that unlocks and opens with the command of a smart phone, I can let the dog out to use the bathroom even when I'm not home..",Other
"an alert on my phone when my child leaves the house , i can know when my child is leaving .",Safety
"to receive a text if the fridge is opened, I can monitor what my kids are eating..",Health
"my closet to put forth clothing that is appropriate for the weather, I don't have to dig out the clothes I need, saving me time..",Entertainment
"eye detection locks, if I forget my keys, I won't get locked out of the house.",Other
"scale to upload weight to a data server, I can keep track of it.",Health
"an alert that lets me know when I've left the oven on when not in use, I can prevent a fire and save energy.",Safety
"my smart home to notify me if there is too much dust in the air, dusting and vacuuming don't get put off due to busy lives.",Health
"my smart home to alert the fire department if a fire is detected,, my home and valubles don't burn down..",Safety
"my smart home to alert me when my wife is headed home, I can have dinner ready for her!.",Entertainment
"a machine to alarm me at the time of serials, I can watch the serial on time.",Entertainment
"to know any cameras targeting us to capture us without our permission., we would be more safe..",Safety
"music that automatically plays when in the shower, I always have good tunes to listen to while getting clean.",Entertainment
"to be able to bet , I can win when I bet on a fighter.",Entertainment
"a device that can greet me and hold conversations with me in any room in the house and in the yard, I can be entertained and have answers to questions..",Entertainment
"refrigerator that keeps count of what's inside, I will always know when something is running low..",Health
"an art room, i can admire my collections.",Entertainment
"a camera/alarm at the back door to alert me via sound and/or text message if the back door has been opened and left open, small children in my care can not leave the house and wander near the pool.",Safety
"My refrigerator to tell me when I am low on foods I use often, , I will never run out.",Health
"an emergency alarm which send messages to pre selected numbers, i can alert others something is wrong..",Safety
"My Smart Home to turn on/offlights at selected time, it may appear I am home..",Safety
"a soil monitor, I can be alerted when my plants need watering.",Other
"my smarthome to alert me whenever the amount of milk in my fridge is too low, I can get them from the supermarket and enjoy a wholesome breakfast.",Health
"a rotating closet rack, i just think it would be cool.",Entertainment
"outlet control, I can turn off power to an outlet if I leave my hair straightener plugged in after I leave..",Safety
"projected figure to assist me with a click of a remote, i could get any help i need in any room.",Other
"an alert to my phone when a package is left on my doorstep, I know to pick it up and will know if it goes missing..",Other
"doors to unlock automatically if I am specifically detected. , I don't need to deal with keys. .",Other
"motion sensors that don't emit noises , provide safety without disturbing autistic ears .",Safety
"a gas detector, if there's carbon monoxide or other poisonous gases inside, the authorities are notified.",Safety
"my smart home to alert the police if someone is trying to break in,, my home and valubles are protected..",Safety
"to be notified when the level of cat litter has run low, I can add more cat litter to ensure that my cat has enough to do his business..",Other
"my home to shake the beds of my two older kids to wake them up in the morning,, they will actually get up and not be late for school. .",Other
"my smart home to store all of my recipes and be able to recite them to me step by step as I cook, I can find and make meals easily.",Entertainment
"my pool pump to automatically turn on for a set amount of time that I set, my pool stays clean and I don't waste energy by having the pump on for to long..",Other
"to be notified whenever the cat is sitting in the bath tub, so I can turn on the tap for him., so I can turn on the tap for him..",Other
"an alarm to go off whenever someone who is under a certain height goes in the kitchen, my child wont be able to get into dangerous things in the kitchen. Such as; getting burned on the stove or getting into dangerous chemicals..",Safety
"Software integrated through the refrigerator, all cooking appliances, any and all exercise equipment, and my bike & Fitbit, to fully track all calories consumed, burned, muscle development, hydration, and other factors relating to health and weight loss. Reminders to take daily vitamins & supplements., My house can help me lose weight and improve my strength and stamina.",Health
"My smart home to read stories to my children at bedtime., It will save me time..",Entertainment
"My smart home to keep me entertained, so that I do not get bored.",Entertainment
"I want my home to play soothing music while evening time, i can relax.",Entertainment
"my smarthome clock to alert my child to eat food at regular and correct time, my child can look after his health properly.",Health
"my home to automatically wake up children at a predetermined time for school, I do not have to wake my children up myself and they are not late for school.",Other
"integrated smart electronics, I only need one remote and devices are easy to operate.",Entertainment
"an alert when someone comes to the door, I can see who is there..",Safety
"my smart home to tell me the bacteria percentage in my home, I know when to disinfect .",Health
"a smart desktop and monitor , when i enter the room the computer automatically wakes and turns the monitor on and when i leave for an extended time automatically puts the computer into sleep mode and turns the monitors off.",Entertainment
"intercom, i can hear my children in the other room.",Safety
"push to open doors, I can mash a button and have the door open when my hands are full..",Safety
"automatic cabinets, my small appliances can be raised and lowered automatically as needed..",Entertainment
"my smart home to regularly track the weight of my animals with a scale hidden at the cat flap, I may be alerted to significant changes in my animal's weight, which could suggest health issues..",Health
"My home to alert me to dangerous situations in my surrounding area, I can keep my family safe..",Safety
"my home to be able to alert me to where my keys and wallet are at any time, I don't have to look in multiple rooms for these items when I need to leave.",Other
"smart breakfast appliances, my toddler doesn't flood the house.",Safety
"understand the calories of food taken by my kids, it helps me understand their requirement and as well check with their health..",Health
"a smart detector for lethal gases or smoke to go to my email and/or phone, even when I am not around I will be notified immediately..",Safety
"my smart home to turn off the oven after a certain time, I wont burn the food.",Safety
"heated shower curtains that keep the steam/heat inside the shower, I'm not cold too quickly when showering.",Entertainment
"my smart home to remind my kids to do their homework, they do their homework before watching tv or going on the internet..",Entertainment
"suggestions and recipes of what I can make for a meal with whatever ingredients I have in the fridge, I will be able to make full use of my groceries..",Other
"a smart computer system, it is up and ready for work in the morning automatically without my having to turn it on.",Other
"Bluetooth home appliance automation, will control the appliance.",Safety
"wifi wired into all of the walls, I would never have to worry about weak internet anywhere in the house. .",Other
"my fridge to tell me when I am running low on food, I can restock.",Other
"my smart phone to make movie and tv show recommendations based on previous choices, we can discover more entertainment choices..",Entertainment
"my smart home to have voice recognition features that allow me to voice active TVs and music., I can entertain my guests more easily..",Entertainment
"my smart home to include a closet that automatically pulls together my clothing outfit for each day on my voice command, I don't have to think about it.",Other
"my smart home to alert me when my dog enters a room, so I know where she is.",Safety
"a playroom that my kids can play in that has a changeable play structure that can rebuild itself to suit my children's interest and ages, my kids can have fun and I do not have to continually buy new toys..",Entertainment
"to be alerted every time it's being used, I can plan .",Other
"smart carbon monoxide detectors, I can see the amount of carbon monoxide in each room in my house on a smartphone/tablet while I'm away from my home to make sure my family is ok.",Safety
"i want my smart home to put heat or air conditioning on depending on the temperature in the room, I can always be comfortable.",Other
"the temperature to adjust by voice command, when I shower, I do not get scalded..",Safety
"a system that will turn on sprinklers and automatically open windows and drop down ladders in the case of a fire, my family can quickly evacuate.",Safety
"self scrubbing carpets, I never have to pay for a deep cleaner when i move.",Health
"my treadmill to alert me when I haven't used it in too long, I know i need to exercise..",Health
"my smart house to alert me about the septic tank, costly repairs can be avoided..",Health
"Sensors to realize when I am tossing and turning in bed and turn the temperature in the room down automatically., I won't wake up from being too hot..",Health
"harmful gases, lead levels, and more are monitored , my children are healthy at all times.",Health
"my smart home to water my indoor plants when they become dry, , my plants do not die, and I save a little bit of time. .",Other
"odor detection in the fridge, I can dispose of rotten food.",Health
"an alarm system that i can monitor anywhere, i can make sure everyone is safe.",Safety
"my smart home to sync with my biorhythm app and turn on some music that might suit my mood when I arrive home from work, I can be relaxed.",Entertainment
"my smart home to open my garage door when it senses my vehicle arriving outside of it, I don't have to worry about carrying a remote control opener.",Other
"i want any time my room is weather adjustment , so  i am always relax my home.",Entertainment
"an automatic bath which fills to my desired temperature and depth, I can stink less.",Health
"lights that turn on when someone approaches, so that I can see people outside my home.",Safety
"automatic toiletseat, once I walk up to it, the lid opens and when I am finished, the lid shuts and flushes by itself.",Health
