requirements,class
"Room thermostat sensor, The room is optimal temperature for an occupant .",Energy
"notification of my pantry supplies when they run low, I can restock before I run out..",Health
"my smarthome to alert me whenever someone sets up a spycam inside my home. , I won't be monitored.",Safety
"an app that tells me if my child gets near a dangerous appliance like a stove, safety for my child.",Safety
"a self sustaining greenhouse, my plants will always be taken care of and watered properly.",Energy
"have my home alert me to energy problems such as drafts or cold air flows during winter, I can save money.",Energy
"smart smoke and carbon monoxide monitor that is more interactive than a simple alarm that's confusing and frustrating, I can be assured I'm safe and don't have to mess to antiquated devices.",Safety
"a device which automatically monitors and sweeps the floor., so that my floor remains clean.",Health
"soft lullaby music to play when I enter the nursery with my child, my baby will stay asleep.",Health
"be able to scan movement in the walls regularly , i can be alerted by pests when they first intrude..",Health
"to have a notification to my smartphone about energy use and rate., I can save energy and use it at the best time..",Energy
"a device that can greet me and hold conversations with me in any room in the house and in the yard, I can be entertained and have answers to questions..",Entertainment
"my smart house to alert me about stppages in gutters and downspouts, flooding and water damage can be avoided..",Safety
"want my sprinklers to turn off after 3 minutes, so that i will use less water.",Energy
"my shower to turn on when my alarm goes off., My shower will be warm when I get up..",Energy
"Software integrated through the refrigerator, all cooking appliances, any and all exercise equipment, and my bike & Fitbit, to fully track all calories consumed, burned, muscle development, hydration, and other factors relating to health and weight loss. Reminders to take daily vitamins & supplements., My house can help me lose weight and improve my strength and stamina.",Health
"Keyless Digital Door Lock, I don't have to carry keys with me..",Safety
"have solar power, coal doesn't pollute the air to power my home.",Energy
"a comfortable temperature, the temperature doesn't vary between 68-76 degrees.",Energy
"integrated smart electronics, I only need one remote and devices are easy to operate.",Entertainment
"my treadmill to alert me when I haven't used it in too long, I know i need to exercise..",Health
"my smart home to alert me when I get mail inside the mailbox, and how many pieces there are, I can see when I have mail.",Entertainment
"my seasonal decorations to be able to be plugged in, I will not have to run extension cords all over the place.",Safety
"the house to lock, cameras turned on, and the police notified when there is a break in, the culprit takes nothing and is caught.",Safety
"a smart desktop and monitor , when i enter the room the computer automatically wakes and turns the monitor on and when i leave for an extended time automatically puts the computer into sleep mode and turns the monitors off.",Entertainment
"my smart home to sense my pet coming up to the door to open and let the pet outside.  Then open when he comes in from the outside and closes and relocks., I can be sure my home is secure and my pet can be active.",Safety
"to know when I need to exercise, I can be healthy.",Health
"an auto-eject feature in my car,, I am automatically ejected from the vehicle if something hits it..",Safety
"my smart home to clean my cats's litter box whenever its soiled, I don't have to breathe in the fumes from the litter box.",Health
"to be able to bet , I can win when I bet on a fighter.",Entertainment
"a playroom that my kids can play in that has a changeable play structure that can rebuild itself to suit my children's interest and ages, my kids can have fun and I do not have to continually buy new toys..",Entertainment
"device that plays music wirelessly from any device, Music and playlists can easily be listened to..",Entertainment
"A hand scanner that will unlock my door. , No one can get it but me..",Safety
"smart box to manage internet cabling, I can change how the internet is wired in the house.",Entertainment
"lights that in front rooms turn on automatically, potential robbers are deterred thinking someone is home..",Safety
"a system that notifies me when I'm using too much energy, I can save money on my monthly light bill.",Energy
"sensors that tell me if someone or something leaves my house, I know if my kids are going outside if I am in another room.",Safety
"a walking machine that will walk my dog, my dog can stay healthy..",Health
"the windows in the kitchen have a transparent display for news and outside temperature, I could get an update on news and weather in the morning.",Entertainment
"to receive a text if the fridge is opened, I can monitor what my kids are eating..",Health
"automatic cabinets, my small appliances can be raised and lowered automatically as needed..",Entertainment
"voice activated mirrors with dispays, I can see my itinerary.",Entertainment
"my smart home to shut off the air when the room is at the right temperature , I can save money on bills .",Energy
"my smart home to alert me to the new releases on Netflix which I add to a watch list each month, I can catch the movies I've been waiting for.",Entertainment
"lights and electronics that sense when i've fallen asleep and adjust automatically, i can save energy.",Energy
"vacuum to come on automatically when I spill something, I don't have to turn it on.",Health
"my water tank to make an before getting emply, I will start to refill my water tank.",Energy
"items to save energy, my bills arent high.",Energy
"my home to alert me if my dog gets out of the yard, I can promptly retrieve my dog to prevent danger to my dog or to any people who might encounter him.",Safety
"an alert automatic locks on the doors, they could all be locked at once..",Safety
"self retracting sky lights, sunlight can help to heat the home or prevent it from entering to keep it cool.",Energy
"to know the amount of time my vegetables have been in the fridge, I can use them all before they go bad.",Health
"house with an attractive voice, I will have social contact with no social pressure.",Entertainment
"My medicine pill holder to notify me about the pill that are going to expire, So that I can replace the old one and purchase new one..",Health
"My smart home to keep me entertained, so that I do not get bored.",Entertainment
"to be able to find shows similar to what I am looking to watch, I can avoid looking through every channel on the TV guide.",Entertainment
"motion sensitive lighting, I can save energy and not have to worry about everyone in the house forgetting to turn the lights out.",Energy
"""piggy"" bank that tracks the money added and responds with congratulations and other comments, I can be encouraged to save.",Health
"voice activated media system, like echo, I could access media in every room.",Entertainment
"monitor room lights., to mentain room lights as per requirment all time.",Health
"to be able to alert others about where the cat is,  he doesn't run outside.",Safety
"my smart home to ring bell in all over the home , so that all member can wake at time..",Entertainment
"the alarm system to automatically activate after all registered people in the home have left, I can secure the household.",Safety
"the house to automatically determine the right temperature to set the thermostat, I will save on my home heating bills.",Energy
"my smart home to alert me when it is time for a meal., I can keep up with a consisting meal schedule..",Health
"to control my solar panel with my smartphone, I can make sure there is enough power for the night.",Energy
"my refrigerator and freezer temperature monitored, I don't have to worry about food contamination, spoilage or inadequate food storage.",Health
"My smart home to alert me when the children are not watching the proper television programs., I can supervise my children without needing to actually spend time with them..",Entertainment
"a roof made of solar panels that functions as a roof and an energy source, I can save electricity and money.",Energy
"automatic toiletseat, once I walk up to it, the lid opens and when I am finished, the lid shuts and flushes by itself.",Health
"a robot to make me meals, I don't have to cook my own.",Entertainment
"Rollup window blind sensors, The window blinds will open automatically during daylight hours and then close when it is dark..",Energy
"my smart home to provide me with a daily report containing weight, percent body fat, heart rate, respiration rate and blood pressure, I can keep track of my health progress.",Health
"music everywhere in the house where guests are, guests can enjoy the music at a party.",Entertainment
"Electronic usage monitor, I can tell how much energy I'm using real time.",Energy
"Adaptable sound insulation around my music room, but the room doesn't sound ""dead"" like you get with traditional sound insulation., so that I can play my instruments and sing at any time without waking family, .",Entertainment
"I would like my smart home to turn off outlets where and appliances are plugged in at night and when I leave the house., I can save money on electricity.",Energy
"a internet radio streaming live broadcasting world wide to play according to my voice, I can enjoy my favorite music and play.",Entertainment
"lights to be activated and de-activated as I enter and leave a room, I can save energy.",Energy
"my smart home to alert me to any pest intrusion, I can have them removed or abated..",Health
"floor heater turned on, the floor can warm my feet.",Energy
"my house to archive where everything is located, so that it knows everything and tells me immediately when I want to know where I'd put my keys or a vacation polaroid I took in 1987 but last seen in 2005.",Entertainment
"my electronic items to be periodically noted, as it might cause injury to my family members, I can change it or service it at appropriate time, make things for safety.",Safety
"digital readout of power usage for week, month, year, I can monitor my power consumption and estimate my costs.",Energy
"be able to set up electronic use monthly and have my smart home follow regulations i put forth, my children have guidelines and limited exposure to technology daily..",Safety
"an smart voice recognizing with writing machine to write the subjects automatically by recognizing my voice, I can take some rest..",Energy
"voice recognized play list, I can speak my music desires and they will automatically play.",Entertainment
"my smart home to regulate ideal temperature according to my personal preferences and the outside temperature, I can be comfortable.",Energy
"a fridge that automatically knows what I put in it by scanning the barcodes of food and tells me what I have at the push of a button, I know what I have, and food does not go to waste.",Health
"automatic lighting system which turns on light after getting dark, i don't need to worry about switching on and off lights when i am out of home..",Energy
"teen child monitoring, I'm assured my child is home at appropriate hours.",Safety
"my car to send an alert to my smartphone if I forget to lock it, I will prevent breakins..",Safety
"Switch on all electric goods during enter the room, Automatic all electric equipments.",Entertainment
"my fridge to alert me when I am low on milk and cereal, my kids will have food.",Health
"Smart tv, That can run with voice.",Entertainment
"my phone to alert me if carbon monoxide levels are outside of the normal range, I can ensure that everyone in the house evacuates and is safe..",Safety
"music that automatically plays when in the shower, I always have good tunes to listen to while getting clean.",Entertainment
"my home to notify me if carbon dioxide levels exceed a certain level, I can make sure that family will be safe.",Safety
"the tv to turn on when I get home, I can immediatly have it to make me feel entertained .",Entertainment
"my smarthome to alert me whenever the amount of milk in my fridge is too low, I can get them from the supermarket and enjoy a wholesome breakfast.",Health
"garage door open automatically when I arive with my car, no need to manually open garage dors.",Safety
"my smart home to notify me if there is too much dust in the air, dusting and vacuuming don't get put off due to busy lives.",Health
"remote wireless access to surveillance cameras, I can keep an eye on my home in real time even when I am away..",Safety
"my smart home to equipped with smart bed, it can track my hours of sleep,breathing,heart rate and movement.",Health
"I want my home to play soothing music while evening time, i can relax.",Entertainment
" Room thermostat sensor,, The room is optimal temperature for an occupant ..",Energy
"blood pressure monitor , have reading throughout the day without having to do it myself .",Health
"my smart home to make a sound when a package is left outside my door,, I collect them eimmediately.",Safety
"my TV to automatically play my favorite show/news channel when I get home from work. , I don't have to waste time pressing buttons with my remote. .",Entertainment
"a way to switch what i'm watching on one screen to move to another room, i can pick up where i left off on a movie/etc on another device.",Entertainment
"a safe garage, My cars stay locked in place if drivers are too intoxicated, affected, or underage to drive.",Safety
"a room that is interactive with kids where the walls are TV screens to immerse kids in whatever program I want them to view so that they can pretend they are deep in the Arctic or on a jungle adventure., my kids can have lots of fun..",Entertainment
"to keep a buzz on electric wires and other sockets, my children is alerted when touching them accidently.",Safety
"my smart home to sense when my pet approaches the pet door and open for the pet to go out and come in, the pet door will not allow access to break ins but only allow my pets in and out.",Safety
"to be able to call the police by voice command, I could call help when i can't reach other means of communication.",Safety
"Self loading washer and dryer , Myself and elderly people or people with back problems can have an easier time doing laundry.",Health
"my bathroom mirror, sink, and shower to autoclean each day, I don't have to do it and this will allow me more time for other things..",Health
"my smart home to play a lullaby at bed time, I don't have to sing my children to sleep.",Entertainment
"a sensor that will sound an alarm if my dog escapes through the fenced backyard or something happens to hurt my pet, I will be confident they are safe outside..",Safety
"my heater to turn on when the temperature gets too low , so that my family will stay warm.",Energy
"have the lights dim for a romantic evening with my husband, I do not have to move and spoil the moment..",Entertainment
"an alert when my cat shits in its litter box, I can remove the smelly cat turds before they stink up my house .",Health
"a smart fridge, it can monitor what is running low so that I can be notified to buy more.",Health
"an art room, i can admire my collections.",Entertainment
"Blinds automatical open with the sun rise and direction, Maximize ampunt of sunlight in home..",Health
"an alert when my child is getting close to the oven or places they shouldn't be., I can keep them safe..",Safety
"built in clocks in the tv's in each room, I will know what time it is when I am watching tv.",Entertainment
"The temperature in each room to be monitored, if room is rarely used, keep it at a lower temp, and vice versa, I am not paying to heat a room that is rarely used..",Energy
"All power strips to automatically shut off when plugged in devices are fully charged, Eliminate wasting energy via plugs that aren't charging anything.",Energy
"rfid sensors, when I come home, it senses my RFID chip and turns on coffee maker..",Entertainment
"smarthome feature that alerts me when any medium or large animals are near my house outside, I can feel safer when I let my small dogs out at night.",Safety
"my television to turn on and off with the sound of my voice, i don't need to use a remote control.",Entertainment
"my refrigerator to know how long my food has been inside, the food doesn't go to waste..",Health
"Sensors to realize when I am tossing and turning in bed and turn the temperature in the room down automatically., I won't wake up from being too hot..",Health
"My smart home to read stories to my children at bedtime., It will save me time..",Entertainment
"to have high resolution and night vision camera for my baby, I know the second my baby is up and moving.",Safety
"I want to get alert calls when my kids reach home, I can remain calm..",Safety
"My smart home to automatically work to put out fires if one should arise. When the smoke detector goes off, I want there to be a sprinkler system or a high pressure hydraulic system in place that will work to at least fight the fire if not put it out completely. I imagine a future filled with ""fireproof houses"" In this future our smoke detectors are going to need to be a lot better to avoid them going off at happenstance times or malfunctioning. But I would much rather my stuff be soaked in an instance like this than for my house to be completely destroyed by a fire. , The home remains safe .",Safety
"a coaster that keeps my beverage cold as if there was ice in it, It can stay cold and I won't waste more water by refilling with ice.",Energy
"Closet assistant, it can help me program and choose outfits that are appropriate for the function and weather, and organize logistics for laundering.",Health
"house that records my favorite tv shows for me if I am not sitting on the couch,, I don't have to remember to schedule a recording..",Entertainment
"my smart home to notify me wherever I am whenever someone gets in the pool, I can be aware of safety issues.",Safety
"my shower to play music when I turn it on., my showers are more fun..",Entertainment
"measurements of what each appliance draws in voltage, I can conserve energy.",Energy
"the thermostat to automatically detect when we are in REM sleep to decrease the temperature, we save money and energy.",Energy
"a station that can automatically make biodiesel for my car, I can have really cheap gasoline to power my car..",Energy
"I want a refrigerator that automatically monitors and purchases groceries that are low,, I can save time from having to shop..",Health
"my closet to put forth clothing that is appropriate for the weather, I don't have to dig out the clothes I need, saving me time..",Entertainment
"to unlock the door from a remote location that has an alert with video feed, the kids don't need to wait when they get to home.",Safety
"my phone to signal when my team scores, I can be alerted to a change in score.",Entertainment
"Dishwasher cabinet, I can clean and store my most frequently used dishes in the same space..",Health
"to be able to view all my homes systems from my smart phone, I can adjust these setting from anywhere..",Energy
"the lights to dim and the music to play softly, I can romance mysignificant other..",Entertainment
"my home to monitor my body and it's functions and test excretions for possible ailments, I can be sure I'm healthy and disease free.",Health
"a SMART Home option that will allow my pet to walk to the door, bark, and a dog door raises to let them out, it will keep unwanted animals from aimlessly wandering into your house..",Health
"landscape lighting to be turned on when the exterior of the house (especially windows) are approached at night, criminals are deterred. .",Safety
"a thermostat that learns my schedule and self-adjusts, I know I am saving as much as possible on my home heating costs..",Energy
"recommendations of new tv shows, i can know what is new.",Entertainment
"pipes and wiring that can alert me when there is a leak or a potential issue, I can know if there is a problem in my house.",Safety
"a closet that straightens up the coats as we throw them in there, It is more tidy.",Entertainment
"a device that adjusts the tomperature in the house according to the weather, I can save on bills..",Energy
"an alarm system/sensor on the stairs, it will alert me when my child nears the stairs.",Safety
"my dvr, tv, and all networks (verizon, internet, and Netflix) to work seamlessly, I don't have to figure out what needs to be done to watch what I want .",Entertainment
"my smarthome to move my trash to the curb on trash day, I don't wake up early that morning and run after the garbage trucks..",Health
"automated lighting in closets, when  I open my closet door, the light automatically comes on so that I can see adequately.",Energy
"cabinets to lock and unlock based on a hand print or thumbprint, baby locks wouldn't be necessary .",Safety
"to be able to turn on the lights in my house when I am not home, I can make it appear that someone is home..",Safety
"key detection sensor, I cal always find my keys.",Safety
"my smart home to sync with my biorhythm app and turn on some music that might suit my mood when I arrive home from work, I can be relaxed.",Entertainment
"an alarm when toilet is close to overflowing, I can turn off water before overflow.",Health
"to be able to easily check if all doors in the house are locked via an app or voice command, I can be sure my family and belongings are safe at night or when away from home..",Safety
"a rotating closet rack, i just think it would be cool.",Entertainment
"my smart home to tell me the bacteria percentage in my home, I know when to disinfect .",Health
"a smart kitchen, it automatically creates a grocery list based on what I use from my fridge, freezer, and pantry..",Entertainment
"my home to turn off the television, mobile phones and computer until my children are done studying, my children can finish their homework without distractions.",Energy
"drive and walkway lighting to be turned on when people are using them at night, occupants don't fall and the outside of the house is lit when strangers approach at night..",Safety
"a smart washing machine that turns on automatically or by remote command, the clothes are washed and ready to be placed in the dryer by the time I get home from work.",Energy
"a machine to alarm me at the time of serials, I can watch the serial on time.",Entertainment
"to know if my EV is charged fully or how much time is left for full charge, I know if I can take a trip yet.",Energy
"self scrubbing carpets, I never have to pay for a deep cleaner when i move.",Health
"automatic doors, they require a finger print or voice command to open.",Safety
"my smarthome to switch off All the bulbs after 10 pm automaticaly, we can save wastage of electricity.",Energy
"a monitor to notify EMS if I don't move for more than a day, if I die or become unconcious I can be removed or have help sent.",Safety
"my home to remind me when its time to walk the dog, I never forget.",Health
"motion lights, I can see any intruders at night as they approach..",Safety
"automatic window screens, I can switch them out at the turn of the season without much work. .",Energy
"to receive an alert if motion is detected on my driveway or front doorstep, I can know that I have visitors and not miss deliveries or packages.",Safety
"to know when the water in the tank is going to fill., so that water can be saved from pouring from it..",Energy
"a TV that turns on at a specific time, to a specific channel, at a specific volume , I wake up watching exactly what I want..",Entertainment
"Room thermostats, Protect the room temperature.",Energy
"my smart house to alert me about the septic tank, costly repairs can be avoided..",Health
"alarm, wake up alarm to get up for reading .",Health
"automated temperature checker , I can take a temperature without having to disturb who ever is not feeling well .",Health
"an alert on my phone when my child leaves the house , i can know when my child is leaving .",Safety
"my smart phone to make movie and tv show recommendations based on previous choices, we can discover more entertainment choices..",Entertainment
"I want the lights to automatically turn off each time I leave a room, I will save energy by not having uneeded lights on.",Energy
"scale to upload weight to a data server, I can keep track of it.",Health
"laser lights and toy balls to appear at random intervals, my cats and dogs are entertained when I am away from home.",Entertainment
"an alert that lets me know when I've left the oven on when not in use, I can prevent a fire and save energy.",Safety
"my smart home to have voice recognition features that allow me to voice active TVs and music., I can entertain my guests more easily..",Entertainment
"my smart home to alert the fire department if a fire is detected,, my home and valubles don't burn down..",Safety
"my fridge or freezer to automatically shut if I leave it open, I save on energy and my food doesn't get spoiled..",Energy
"remote light access, I can turn my lights on or off for my cats when I am not at home if it gets dark or daylight..",Energy
"to know any cameras targeting us to capture us without our permission., we would be more safe..",Safety
"motion dectectors to monitor movement, and shut off lights and non-essential appliances if none is detected after a certain time, i can save money and conserve .",Energy
"voice-activated lights, I can turn on and off the lights wherever I am in the room..",Energy
"my electronic appliances to automatically turn themselves off, I can save on electricity.",Energy
"an alarm on my door, I can tell if my annoying brother or sister tries to come in my room..",Entertainment
"lights that shut off when i leave the room, it will save electricty.",Energy
"a camera/alarm at the back door to alert me via sound and/or text message if the back door has been opened and left open, small children in my care can not leave the house and wander near the pool.",Safety
"my smart home to store all of my recipes and be able to recite them to me step by step as I cook, I can find and make meals easily.",Entertainment
"an emergency alarm which send messages to pre selected numbers, i can alert others something is wrong..",Safety
"My Smart Home to turn on/offlights at selected time, it may appear I am home..",Safety
"Smart appliances that give me relevant information on the food i'm cooking, Food always gets cooked as much as it's needed.",Health
"a siri like feature where my house can google things, I can have a talking house..",Entertainment
"smart thermometer, I can remotely control the temperature at home.",Energy
"outlet control, I can turn off power to an outlet if I leave my hair straightener plugged in after I leave..",Safety
"refrigerator that keeps count of what's inside, I will always know when something is running low..",Health
"a servant or tub that cleans/bathes/grooms my pet, I can keep my pet's hygiene well.",Health
"have an automatic humid controller, I can live under the right humid..",Health
"motion sensors that don't emit noises , provide safety without disturbing autistic ears .",Safety
"a gas detector, if there's carbon monoxide or other poisonous gases inside, the authorities are notified.",Safety
"my smart home to alert the police if someone is trying to break in,, my home and valubles are protected..",Safety
"odor detection in the fridge, I can dispose of rotten food.",Health
"smart plates for food that can determine what type of food I've placed on it, and aggregate nutritional information to be displayed on a smart table while I'm eating, I can prepare healthy meals and keep track of my nutritional intake..",Health
"a device that can charge electric cars, guests can charge their car while they are at my house.",Energy
"smart pooper scooper, it will automatically clean up what my dogs leave in the yard and either dispose of waste through plumbing or place into an airtight receptacle..",Health
"My smart home to calculate Our walking step inside home individual , so that it will motivate to stay as fit.",Health
"an alarm to go off whenever someone who is under a certain height goes in the kitchen, my child wont be able to get into dangerous things in the kitchen. Such as; getting burned on the stove or getting into dangerous chemicals..",Safety
"answering machine to play message when I walk into that  room, I don't miss anything important..",Entertainment
"the humidifier in my son's room to turn on and off at certain time overnight, he remains healthy from the moisture but, there isn't so much that the room becomes overly humid.",Energy
"lights that turn off in rooms when there is no movement detected in a certain amount of minutes, it cuts down on energy costs.",Energy
"a thermostat that monitors my sleeping and adjusts the temperature according to my sleep cycle, I can save money by having the heat go down when I am asleep but so that if I wake up I will be warmed up soon..",Energy
"a buzzer for when the door rings, i can tell when i have headphones on.",Entertainment
"temperature sensing oven,, the temperature of the food will be displayed..",Health
"to control the temperature of my water heater, I can save energy costs..",Energy
"an alert when someone comes to the door, I can see who is there..",Safety
"My house to automatically lock all windows and doors once I close the front door and step on the front steps outsidde,,  I can always be comfortable..",Entertainment
"my smart home to analyze and recommend the best sources to cool my home (air conditioning, window fan, ceiling fan, ductless heat pump, etc.), I will be comfortable during hot days..",Energy
"intercom, i can hear my children in the other room.",Safety
"push to open doors, I can mash a button and have the door open when my hands are full..",Safety
"cooling systems to be aware of each other and coordinated so that, for example, roof exhaust fans are turned off and closed when the AC unit is needed, I use the appropriate means of cooling and don't have to think about..",Energy
"my smart home to alert me when my wife is headed home, I can have dinner ready for her!.",Entertainment
"My home to alert me to dangerous situations in my surrounding area, I can keep my family safe..",Safety
"My Smart Home to notify when I need to buy favorite foods , I may purchase the before I run out..",Health
"smart breakfast appliances, my toddler doesn't flood the house.",Safety
"heated shower curtains that keep the steam/heat inside the shower, I'm not cold too quickly when showering.",Entertainment
"a smart detector for lethal gases or smoke to go to my email and/or phone, even when I am not around I will be notified immediately..",Safety
"my smart home to turn off the oven after a certain time, I wont burn the food.",Safety
"appliances to have an auto-shutdown time, I could modulate the amount of electricity I use .",Energy
"my blinds to automatically adjust themselves dependent on sunlight , we get the most of natural light .",Energy
"my fridge to tell me whenever food is about to be spoiled with cameras that detect expiration date. , I can keep a safe and clean refrigerator at all times. .",Health
"my smart home to sync with my alarm in the morning to turn on the lights and shower when it's time for me to wake up, I can start my day more efficiently.",Health
"Bluetooth home appliance automation, will control the appliance.",Safety
"a floor that counts how many steps I take a day, I can track my fitness around the house without any attachments.",Health
"my home to let me know when dust particulates are high, don't go into anaphalaxis.",Health
"a smart washer and dryer combination machine that keeps the clothes fresh until I take them out, I don't have to remove them right away or let them get wrinkled again.",Energy
"Sensors to detect when I've left a room and automatically turn off the lights. , I'll save energy..",Energy
"my coffee maker to automatically perpare itself for the next mornign with water and coffee, coffee is always reading in the mornign.",Health
"my smart home to alert me when my dog enters a room, so I know where she is.",Safety
"my smart home to monitor my utility usage and costs., That I can stay on budget for the month..",Energy
"my smarthome clock to alert my child to eat food at regular and correct time, my child can look after his health properly.",Health
"smart carbon monoxide detectors, I can see the amount of carbon monoxide in each room in my house on a smartphone/tablet while I'm away from my home to make sure my family is ok.",Safety
"my smart home to warn me if there is mold in the air, in my fridge or bathroom., I maintain a healthy environment.",Health
"the temperature to adjust by voice command, when I shower, I do not get scalded..",Safety
"a system that will turn on sprinklers and automatically open windows and drop down ladders in the case of a fire, my family can quickly evacuate.",Safety
"Television that prioritizes my favorite programs, I can enjoy television with friends and family.",Entertainment
"my smart home to remind my kids to do their homework, they do their homework before watching tv or going on the internet..",Entertainment
"i want any time my room is weather adjustment , so  i am always relax my home.",Entertainment
"my television to turn on my favorite shows when I walk in the room, I can proceed with my morning routine.",Entertainment
"my smart home to make recommendations when new movies come out that match my viewing habits, I will benefit from movie suggestions that I will probably enjoy..",Entertainment
"understand the calories of food taken by my kids, it helps me understand their requirement and as well check with their health..",Health
"my home to record television shows I missed while I was away, I can watch them when I have free time..",Entertainment
"an alarm system that i can monitor anywhere, i can make sure everyone is safe.",Safety
"an alert that lets me know when the refrigerator is left open, I can save energy.",Energy
"my smart home to sense when I have come home from a stressful day at work and automatically draw me a tub to the perfect temperature and add bath salts and light electric candles and dim the bathroom lights., I can relax and get rid of all my stress by soaking in the tub..",Health
"my smart home to monitor energy use and excess, we can determine how to be more conscientious of what we use.",Energy
"an interconnected entertainment network, house wide., I can roam the house and multitask, but any program, music, or movie I am watching comes on as I enter the room, and turns off as I leave..",Entertainment
"lights that turn on when someone approaches, so that I can see people outside my home.",Safety
"a smart coffee machine, my coffee will be ready in the morning when i ask it to be without having to deal with making it myself.",Entertainment
